STATE,MONTH_NAME,TOR_F_SCALE,TOR_WIDTH,TOR_LENGTH,DEATHS_DIRECT,CZ_NAME
Utah,July,EFU,10.0,0.21,0,WEBER
Pennsylvania,July,EF0,10.0,0.05,0,INDIANA
Virginia,July,EF0,50.0,1.38,0,SUFFOLK (C)
Virginia,July,EF0,40.0,0.89,0,SUFFOLK (C)
Virginia,July,EF0,50.0,2.98,0,ISLE OF WIGHT
Pennsylvania,July,EF1,200.0,2.82,0,GREENE
Ohio,July,EF2,220.0,2.73,0,HARRISON
New Jersey,August,EF0,50.0,0.87,0,MORRIS
Pennsylvania,July,EF1,100.0,3.13,0,FAYETTE
Iowa,July,EF1,60.0,12.02,0,FLOYD
Pennsylvania,August,EF1,140.0,2.03,0,MONTGOMERY
Kansas,July,EF0,25.0,0.01,0,SUMNER
Pennsylvania,July,EF1,100.0,1.8,0,WESTMORELAND
Iowa,July,EF0,30.0,2.97,0,FAYETTE
Wisconsin,August,EF0,25.0,3.24,0,ROCK
Wisconsin,August,EF0,25.0,0.12,0,IOWA
Wisconsin,August,EF0,25.0,1.0,0,IOWA
Wisconsin,July,EF1,300.0,1.29,0,MARATHON
Iowa,July,EF2,420.0,9.75,0,BREMER
Iowa,August,EF1,300.0,6.38,0,FLOYD
Ohio,August,EF0,50.0,3.87,0,ALLEN
Iowa,July,EF0,225.0,5.1,0,CERRO GORDO
Iowa,July,EF0,150.0,2.5,0,BREMER
Wisconsin,December,EF1,50.0,0.9,0,CLARK
South Dakota,August,EF0,10.0,0.04,0,DAY
Missouri,June,EF0,25.0,1.66,0,GRUNDY
Montana,July,EFU,30.0,4.89,0,BLAINE
Iowa,July,EF0,50.0,8.85,0,HAMILTON
Iowa,July,EFU,30.0,0.31,0,WEBSTER
New Mexico,July,EF0,50.0,0.17,0,SANTA FE
North Dakota,August,EF1,200.0,4.97,0,TOWNER
North Dakota,August,EF2,300.0,2.88,0,STEELE
Wisconsin,July,EF1,200.0,7.69,0,JEFFERSON
Wisconsin,July,EF1,150.0,2.73,0,WAUKESHA
Wisconsin,July,EF1,75.0,1.03,0,WAUKESHA
Missouri,June,EF0,50.0,5.63,0,GRUNDY
Oklahoma,July,EF1,100.0,1.4,0,PAYNE
Kentucky,June,EF1,175.0,2.75,0,BOONE
Iowa,July,EF3,505.0,10.81,0,CALHOUN
North Dakota,August,EF1,150.0,1.09,0,GRAND FORKS
Wisconsin,August,EF3,1100.0,9.38,0,GRANT
Iowa,July,EF1,160.0,8.87,0,HAMILTON
Minnesota,August,EF1,200.0,3.65,0,POLK
Minnesota,August,EF0,150.0,2.24,0,POLK
Missouri,June,EF1,75.0,4.88,0,GRUNDY
Wisconsin,July,EF1,250.0,2.76,0,DANE
Iowa,July,EFU,25.0,0.6,0,SAC
Tennessee,April,EF1,400.0,6.71,0,HENRY
Colorado,July,EFU,20.0,0.19,0,PROWERS
North Dakota,August,EF0,40.0,0.4,0,CASS
South Carolina,March,EF0,25.0,2.14,0,LAURENS
Wisconsin,July,EF1,95.0,0.88,0,WAUKESHA
Ohio,July,EF0,50.0,0.86,0,PICKAWAY
Wisconsin,July,EF1,100.0,2.25,0,COLUMBIA
Iowa,July,EF1,590.0,1.08,0,TAMA
Wisconsin,July,EF1,150.0,1.94,0,JEFFERSON
Iowa,August,EFU,150.0,1.65,0,WEBSTER
Iowa,August,EFU,150.0,1.7,0,WEBSTER
Iowa,August,EFU,160.0,1.86,0,WEBSTER
New York,July,EF1,100.0,2.16,0,ONEIDA
Wisconsin,July,EF0,50.0,2.44,0,WAUKESHA
Iowa,July,EF1,630.0,3.13,0,BUTLER
Iowa,August,EFU,40.0,1.36,0,WEBSTER
Iowa,August,EFU,15.0,0.49,0,WEBSTER
Georgia,August,EF0,150.0,1.11,0,BALDWIN
Georgia,August,EF0,150.0,0.75,0,JONES
New Mexico,July,EF0,30.0,0.03,0,SANDOVAL
Indiana,June,EF1,150.0,6.2,0,RIPLEY
Iowa,July,EFU,30.0,0.77,0,SAC
Wisconsin,July,EF0,50.0,0.43,0,COLUMBIA
Iowa,August,EFU,20.0,1.18,0,POCAHONTAS
Georgia,August,EF0,150.0,3.36,0,MERIWETHER
Georgia,August,EF0,150.0,2.6,0,TWIGGS
Ohio,August,EFU,30.0,1.97,0,VAN WERT
Wisconsin,July,EF0,50.0,4.78,0,DANE
Iowa,July,EFU,50.0,1.19,0,BUTLER
Wisconsin,December,EF2,75.0,1.72,0,CLARK
Iowa,August,EFU,60.0,2.16,0,HUMBOLDT
Iowa,August,EF0,190.0,4.05,0,WRIGHT
Georgia,August,EF1,100.0,5.54,0,GREENE
Illinois,August,EF1,525.0,3.0,0,BUREAU
Illinois,August,EFU,100.0,1.11,0,BUREAU
Georgia,August,EF1,150.0,5.94,0,MADISON
Ohio,June,EF0,100.0,0.71,0,BUTLER
Iowa,August,EF0,250.0,2.14,0,CERRO GORDO
Georgia,August,EF1,325.0,1.23,0,SUMTER
Georgia,August,EF1,100.0,5.69,0,BANKS
Wisconsin,July,EF1,125.0,2.44,0,DANE
Missouri,June,EF0,15.0,0.03,0,CLAY
Wisconsin,July,EF0,75.0,3.52,0,DANE
Iowa,August,EFU,110.0,2.04,0,CERRO GORDO
Wisconsin,August,EF1,80.0,5.91,0,MONROE
Wisconsin,August,EF1,75.0,2.77,0,MONROE
Ohio,August,EF1,70.0,0.21,0,FULTON
Ohio,August,EFU,50.0,0.79,0,VAN WERT
Iowa,August,EF0,90.0,2.19,0,FLOYD
Wisconsin,July,EF0,100.0,5.95,0,JEFFERSON
Wisconsin,July,EF0,25.0,3.6,0,JEFFERSON
Minnesota,December,EF0,50.0,0.67,0,MOWER
Minnesota,December,EF1,85.0,3.32,0,MOWER
Minnesota,December,EF1,250.0,1.19,0,FILLMORE
Massachusetts,August,EF0,50.0,1.89,0,WORCESTER
Alabama,March,EF0,660.0,3.46,0,JEFFERSON
Iowa,December,EF1,140.0,15.59,0,FRANKLIN
Iowa,December,EFU,50.0,0.62,0,WRIGHT
Iowa,December,EF1,80.0,6.01,0,FRANKLIN
Iowa,December,EF2,90.0,7.49,0,FRANKLIN
Iowa,December,EF0,40.0,2.86,0,CERRO GORDO
Iowa,December,EF0,60.0,3.54,0,CERRO GORDO
Iowa,December,EF0,80.0,9.11,0,WORTH
Iowa,December,EF0,100.0,6.27,0,JASPER
Iowa,December,EF1,90.0,2.62,0,WINNEBAGO
Iowa,December,EF0,80.0,1.52,0,BUTLER
Iowa,December,EFU,50.0,0.9,0,WORTH
New York,November,EF0,35.0,1.28,0,SUFFOLK
Georgia,December,EF1,300.0,11.1,0,JEFF DAVIS
Alabama,March,EF0,75.0,0.13,0,AUTAUGA
Alabama,March,EF0,140.0,0.3,0,MONTGOMERY
Pennsylvania,September,EF1,30.0,0.73,0,SNYDER
New York,November,EF0,35.0,3.5,0,SUFFOLK
New York,November,EF0,35.0,8.2,0,SUFFOLK
Arkansas,March,EF2,400.0,1.6,0,DREW
Alabama,March,EF2,850.0,8.64,0,COOSA
Nebraska,December,EF0,60.0,0.04,0,ADAMS
Nebraska,December,EF0,60.0,3.83,0,HAMILTON
Nebraska,December,EF0,60.0,3.3,0,CLAY
Alabama,March,EF0,90.0,1.63,0,MARION
Texas,May,EFU,50.0,0.26,0,HILL
Rhode Island,November,EF0,100.0,1.39,0,PROVIDENCE
Alabama,March,EF1,500.0,2.77,0,MARENGO
Alabama,March,EF1,150.0,0.53,0,TUSCALOOSA
Iowa,December,EF1,100.0,8.34,0,GUTHRIE
Alabama,March,EF0,25.0,0.13,0,COOSA
Alabama,March,EF1,650.0,3.51,0,TUSCALOOSA
Texas,December,EF1,100.0,1.57,0,MONTGOMERY
Louisiana,November,EF0,40.0,1.17,0,BIENVILLE
Connecticut,November,EF0,100.0,3.57,0,NEW HAVEN
Connecticut,November,EF1,100.0,0.26,0,NEW LONDON
Alabama,March,EF1,305.0,1.02,0,WINSTON
Illinois,December,EF2,200.0,8.19,0,COLES
Nebraska,December,EF0,150.0,5.63,0,KEARNEY
Alabama,November,EF0,270.0,0.36,0,ELMORE
Texas,November,EF0,50.0,2.63,0,HARRISON
New York,November,EF0,50.0,13.14,0,NASSAU
Georgia,December,EF0,200.0,10.1,0,PULASKI
Alabama,March,EF1,500.0,3.04,0,CHILTON
Alabama,March,EF1,650.0,5.46,0,TUSCALOOSA
Alabama,March,EF1,650.0,2.77,0,JEFFERSON
Nebraska,December,EF0,100.0,0.16,0,FRANKLIN
Nebraska,December,EF0,100.0,7.27,0,WEBSTER
Nebraska,December,EF0,150.0,5.39,0,BUFFALO
Nebraska,December,EF0,120.0,1.5,0,KEARNEY
Iowa,December,EF1,80.0,6.48,0,WRIGHT
Iowa,December,EF0,60.0,4.61,0,HANCOCK
Kentucky,December,EF1,1400.0,6.07,0,WARREN
Oklahoma,November,EF0,80.0,0.3,0,ROGERS
Louisiana,November,EF1,100.0,0.16,0,CADDO
Kentucky,February,EF1,75.0,3.6,0,CLINTON
Alabama,March,EF0,175.0,0.83,0,MARENGO
Nebraska,December,EF0,120.0,5.63,0,BUFFALO
Nebraska,December,EF0,100.0,6.02,0,ADAMS
Nebraska,December,EF1,180.0,2.2,0,WEBSTER
Nebraska,December,EF1,180.0,12.64,0,ADAMS
Nebraska,December,EF1,400.0,12.9,0,HAMILTON
Alabama,March,EF0,375.0,1.09,0,TUSCALOOSA
Georgia,December,EF0,200.0,3.8,0,WILKINSON
Georgia,December,EF1,100.0,0.48,0,CHEROKEE
Arkansas,March,EF2,600.0,15.25,0,ARKANSAS
Missouri,December,EF1,100.0,3.43,0,CHRISTIAN
Texas,May,EFU,50.0,0.89,0,ELLIS
Texas,May,EFU,50.0,0.64,0,ELLIS
Texas,May,EF1,90.0,0.6,0,DALLAS
Nebraska,December,EF1,150.0,3.59,0,ADAMS
Nebraska,December,EF1,150.0,4.99,0,HALL
Iowa,December,EFU,50.0,4.39,0,CRAWFORD
Iowa,December,EF2,100.0,13.71,0,CASS
Nebraska,December,EF1,400.0,8.69,0,HAMILTON
Nebraska,December,EF1,400.0,3.31,0,POLK
Nebraska,December,EF1,350.0,7.54,0,POLK
Rhode Island,November,EF1,100.0,1.1,0,WASHINGTON
Missouri,December,EF1,75.0,3.77,0,WEBSTER
Missouri,December,EF1,100.0,1.57,0,TANEY
Alabama,March,EF1,700.0,4.78,0,JEFFERSON
Texas,May,EF0,50.0,1.95,0,BELL
Texas,May,EF0,30.0,0.27,0,DALLAS
Iowa,December,EF1,100.0,13.4,0,AUDUBON
Iowa,December,EF0,80.0,1.29,0,CASS
Iowa,December,EF1,80.0,10.15,0,AUDUBON
Iowa,December,EF1,70.0,11.45,0,GUTHRIE
Iowa,December,EFU,50.0,1.99,0,CARROLL
Iowa,December,EF2,100.0,15.61,0,SAC
Iowa,December,EF2,100.0,14.24,0,GUTHRIE
New York,November,EF1,200.0,2.44,0,DUTCHESS
Georgia,December,EF0,75.0,2.0,0,HALL
Iowa,August,EF0,20.0,0.6,0,DUBUQUE
Alabama,March,EF2,500.0,23.17,0,CHOCTAW
Alabama,March,EF2,1000.0,23.9,0,RANDOLPH
Alabama,March,EF0,45.0,0.35,0,JEFFERSON
Illinois,December,EF1,200.0,0.2,0,VERMILION
Alabama,March,EF0,75.0,1.07,0,DALLAS
Iowa,December,EF2,100.0,5.43,0,GREENE
Iowa,December,EF1,80.0,9.65,0,CARROLL
Iowa,December,EF2,300.0,21.65,0,GREENE
Iowa,December,EF1,100.0,1.67,0,GUTHRIE
Iowa,December,EF2,150.0,21.73,0,GREENE
New York,November,EF1,50.0,5.3,0,SUFFOLK
Connecticut,November,EF0,300.0,1.94,0,NEW HAVEN
Connecticut,August,EF0,50.0,2.75,0,WINDHAM
Georgia,December,EF1,150.0,2.75,0,CARROLL
Alabama,March,EF1,100.0,0.1,0,CHOCTAW
Alabama,March,EF1,300.0,12.89,0,BLOUNT
Illinois,December,EF2,200.0,3.9,0,SHELBY
Illinois,December,EF2,200.0,3.77,0,MOULTRIE
Iowa,December,EF2,100.0,5.49,0,GREENE
Iowa,December,EF2,100.0,5.83,0,GREENE
Iowa,December,EF2,70.0,2.74,0,GREENE
Iowa,December,EFU,40.0,1.33,0,CALHOUN
Iowa,December,EF1,100.0,19.01,0,CALHOUN
Iowa,December,EFU,50.0,3.83,0,GREENE
Georgia,December,EF0,100.0,1.93,0,BARTOW
Alabama,March,EF1,110.0,1.93,0,MARENGO
Alabama,March,EF0,75.0,1.75,0,MARENGO
Illinois,December,EF2,250.0,4.56,0,MENARD
Illinois,December,EF2,200.0,7.69,0,SHELBY
Iowa,December,EF1,125.0,9.86,0,BOONE
Iowa,December,EF2,90.0,4.0,0,WEBSTER
Iowa,December,EF2,80.0,11.52,0,CALHOUN
Iowa,December,EF1,60.0,6.45,0,WEBSTER
Iowa,December,EF1,90.0,11.16,0,PALO ALTO
Iowa,December,EF2,90.0,4.64,0,GREENE
Texas,November,EF0,50.0,0.58,0,HARRISON
Georgia,December,EF1,75.0,2.5,0,NEWTON
Louisiana,December,EF0,75.0,2.13,0,ST. TAMMANY
Illinois,December,EF2,200.0,3.45,0,EDGAR
Iowa,December,EF2,150.0,14.19,0,WEBSTER
Iowa,December,EFU,40.0,1.04,0,POCAHONTAS
Iowa,December,EF0,60.0,6.85,0,BOONE
Iowa,December,EFU,60.0,1.03,0,WEBSTER
Iowa,December,EF2,125.0,8.37,0,HAMILTON
Iowa,December,EFU,80.0,6.0,0,POCAHONTAS
Iowa,December,EFU,50.0,1.1,0,HUMBOLDT
Oklahoma,November,EFU,100.0,4.0,0,STEPHENS
Illinois,August,EFU,10.0,0.01,0,HENRY
Alabama,March,EF3,1700.0,32.45,6,CALHOUN
Illinois,December,EF2,200.0,12.75,0,CASS
Illinois,December,EF1,100.0,6.33,0,COLES
Iowa,December,EFU,50.0,1.21,0,WEBSTER
Iowa,December,EF2,100.0,10.89,0,HAMILTON
Iowa,December,EF1,80.0,4.23,0,HUMBOLDT
Iowa,December,EF2,80.0,5.55,0,WEBSTER
Iowa,December,EF0,70.0,8.79,0,HAMILTON
Iowa,December,EFU,60.0,1.81,0,WEBSTER
Iowa,December,EF0,80.0,5.82,0,HAMILTON
Iowa,December,EF1,75.0,3.72,0,PLYMOUTH
Alabama,March,EF3,2300.0,9.58,0,PERRY
Illinois,August,EFU,30.0,0.11,0,WARREN
Arkansas,March,EF1,600.0,3.31,0,JEFFERSON
Minnesota,October,EF2,500.0,4.0,0,COOK
Iowa,December,EF2,70.0,5.91,0,WRIGHT
Iowa,December,EFU,80.0,5.28,0,FRANKLIN
Iowa,December,EF2,100.0,4.93,0,CERRO GORDO
Iowa,December,EFU,50.0,2.68,0,HARDIN
Iowa,December,EF1,125.0,10.28,0,FRANKLIN
Iowa,December,EF1,100.0,6.57,0,HARDIN
Alabama,March,EF2,400.0,5.84,0,CHILTON
New York,November,EF0,50.0,0.52,0,SUFFOLK
Iowa,December,EFU,20.0,0.8,0,WOODBURY
Colorado,August,EF0,25.0,0.02,0,PHILLIPS
Colorado,August,EF0,25.0,0.01,0,PHILLIPS
Colorado,August,EF1,50.0,0.01,0,PHILLIPS
Alabama,August,EF0,75.0,0.48,0,MACON
South Carolina,August,EF0,100.0,1.51,0,EDGEFIELD
Missouri,August,EF0,50.0,0.11,0,BUTLER
Alabama,August,EF0,75.0,3.18,0,PIKE
North Carolina,August,EF0,50.0,0.74,0,WILKES
South Carolina,August,EF1,100.0,1.96,0,NEWBERRY
Alabama,August,EF0,125.0,0.65,0,DALE
Alabama,August,EF0,25.0,0.58,0,GENEVA
North Carolina,August,EF0,75.0,0.68,0,WILKES
Iowa,August,EF0,140.0,1.29,0,FLOYD
South Carolina,August,EF0,75.0,9.42,0,LEXINGTON
Alabama,August,EF0,20.0,0.89,0,HOUSTON
Alabama,August,EF0,25.0,1.71,0,HOUSTON
North Dakota,August,EF0,25.0,0.31,0,RAMSEY
South Carolina,August,EF1,250.0,2.88,0,LEXINGTON
Virginia,August,EF1,75.0,1.9,0,MONTGOMERY
Virginia,August,EF1,75.0,0.22,0,MONTGOMERY
Florida,August,EF0,25.0,0.5,0,VOLUSIA
Michigan,August,EF0,100.0,2.82,0,ALLEGAN
Texas,August,EF0,10.0,0.25,0,HARRIS
Wisconsin,August,EF1,50.0,7.72,0,IOWA
Virginia,August,EF0,25.0,1.39,0,SOUTHAMPTON
Alabama,August,EF1,175.0,9.96,0,MOBILE
Alabama,August,EF1,150.0,3.5,0,CLARKE
South Carolina,August,EF1,50.0,0.9,0,ORANGEBURG
Pennsylvania,August,EF0,10.0,0.13,0,SCHUYLKILL
South Carolina,August,EF0,50.0,4.32,0,LEXINGTON
South Carolina,August,EF0,25.0,0.11,0,SALUDA
North Carolina,August,EF0,100.0,0.52,0,CURRITUCK
Pennsylvania,August,EF0,15.0,0.45,0,SNYDER
Pennsylvania,August,EF1,150.0,5.54,0,DAUPHIN
Kansas,August,EF0,50.0,0.22,0,HODGEMAN
Pennsylvania,August,EF0,125.0,0.68,0,YORK
Pennsylvania,August,EF0,75.0,0.62,0,ADAMS
New Mexico,May,EF0,30.0,0.52,0,COLFAX
North Dakota,August,EF0,50.0,0.26,0,GRIGGS
Indiana,October,EF0,70.0,2.7,0,WASHINGTON
Missouri,October,EF1,400.0,8.16,0,DENT
Louisiana,October,EF1,100.0,1.86,0,BEAUREGARD
Oklahoma,October,EF1,300.0,2.7,0,OKFUSKEE
Tennessee,October,EF1,50.0,0.99,0,CUMBERLAND
Washington,September,EF0,240.0,3.9,0,CLARK
Wisconsin,September,EF1,100.0,8.49,0,TREMPEALEAU
Colorado,June,EF0,25.0,0.01,0,ADAMS
Colorado,June,EF0,25.0,0.01,0,MORGAN
Louisiana,October,EF1,50.0,0.92,0,CALCASIEU
Louisiana,October,EF2,300.0,2.2,0,CALCASIEU
Ohio,October,EF0,20.0,0.12,0,ROSS
Oklahoma,October,EFU,100.0,1.0,0,CREEK
Texas,October,EF0,20.0,0.02,0,MONTGOMERY
Louisiana,October,EFU,1.0,0.62,0,CALCASIEU
Indiana,October,EF1,50.0,1.0,0,SPENCER
Ohio,October,EF1,50.0,0.18,0,LAKE
Oklahoma,October,EF0,250.0,3.0,0,OKLAHOMA
Oklahoma,October,EF1,900.0,10.9,0,MUSKOGEE
Texas,October,EF0,100.0,0.33,0,JEFFERSON
Texas,October,EF2,50.0,2.06,0,ORANGE
Texas,October,EF2,100.0,4.94,0,ORANGE
Texas,October,EF2,100.0,1.95,0,NEWTON
Oklahoma,October,EF0,300.0,2.2,0,OKMULGEE
Oklahoma,October,EF1,200.0,5.9,0,DELAWARE
Illinois,October,EFU,40.0,0.4,0,LA SALLE
Missouri,October,EF2,880.0,4.01,0,PERRY
Missouri,October,EF1,25.0,2.3,0,PERRY
Florida,October,EFU,50.0,2.82,0,MANATEE
Ohio,October,EF1,50.0,2.96,0,STARK
Ohio,October,EF0,25.0,0.78,0,SUMMIT
Oklahoma,October,EF0,50.0,1.6,0,POTTAWATOMIE
Oklahoma,October,EF0,50.0,1.6,0,POTTAWATOMIE
Oklahoma,October,EF1,300.0,7.31,0,PONTOTOC
Missouri,October,EF1,400.0,4.73,0,WAYNE
Missouri,October,EF1,400.0,19.76,0,BOLLINGER
Ohio,October,EF1,50.0,0.66,0,TRUMBULL
Ohio,October,EF0,20.0,0.08,0,TRUMBULL
Kansas,October,EF0,275.0,0.43,0,RENO
Minnesota,September,EF0,50.0,1.59,0,SIBLEY
Utah,September,EF1,350.0,2.05,0,DAVIS
Ohio,October,EF0,25.0,0.22,0,PORTAGE
Louisiana,October,EF0,25.0,1.75,0,CONCORDIA
Missouri,October,EF1,90.0,3.34,0,NEWTON
Missouri,October,EF0,50.0,2.11,0,JASPER
Louisiana,October,EF0,25.0,0.22,0,ST. TAMMANY
Minnesota,September,EF0,200.0,2.1,0,SCOTT
Ohio,October,EF0,50.0,1.77,0,HIGHLAND
Ohio,October,EF0,75.0,3.42,0,ROSS
Oklahoma,October,EFU,100.0,0.7,0,TULSA
Minnesota,September,EF0,50.0,1.02,0,DAKOTA
Ohio,October,EF0,50.0,0.29,0,MEDINA
Ohio,October,EF1,80.0,2.72,0,PICKAWAY
Ohio,October,EF1,70.0,3.06,0,HIGHLAND
Indiana,October,EFU,1.0,0.01,0,ST. JOSEPH
Arkansas,October,EF0,100.0,2.5,0,PULASKI
Mississippi,October,EF1,125.0,2.44,0,PEARL RIVER
Mississippi,October,EF1,50.0,0.86,1,JACKSON
Minnesota,September,EF0,75.0,0.81,0,DAKOTA
Oklahoma,October,EF1,700.0,3.4,0,WAGONER
Oklahoma,October,EF1,900.0,2.8,0,SEQUOYAH
South Dakota,October,EF0,10.0,0.15,0,ROBERTS
South Dakota,October,EF0,10.0,2.35,0,ROBERTS
Missouri,October,EF0,20.0,0.14,0,DAVIESS
Maryland,September,EF2,200.0,11.43,0,ANNE ARUNDEL
Maryland,September,EF0,75.0,6.73,0,BALTIMORE
South Dakota,October,EF0,10.0,0.09,0,ROBERTS
South Dakota,October,EF0,10.0,0.24,0,SULLY
Illinois,October,EF0,50.0,1.37,0,MORGAN
Illinois,October,EFU,30.0,0.26,0,WOODFORD
Illinois,October,EF0,75.0,2.47,0,WOODFORD
Missouri,October,EF0,50.0,0.15,0,LIVINGSTON
North Dakota,October,EF0,10.0,0.1,0,RICHLAND
Illinois,October,EFU,10.0,0.02,0,PUTNAM
Florida,September,EF0,50.0,1.45,0,WAKULLA
Illinois,October,EFU,50.0,2.51,0,WOODFORD
Tennessee,October,EF0,25.0,2.51,0,WILSON
Ohio,October,EF2,100.0,0.86,0,ROSS
Pennsylvania,September,EF0,30.0,1.45,0,SNYDER
Arkansas,October,EF1,400.0,3.8,0,WASHINGTON
Oklahoma,October,EF0,30.0,1.1,0,LINCOLN
Ohio,October,EF0,50.0,3.82,0,SANDUSKY
Pennsylvania,September,EF1,90.0,0.26,0,MERCER
Pennsylvania,October,EF1,260.0,0.64,0,ELK
Michigan,October,EF0,75.0,0.76,0,OAKLAND
Michigan,October,EF0,120.0,0.43,0,ST. CLAIR
Indiana,October,EF0,75.0,0.6,0,SCOTT
Missouri,October,EF0,50.0,0.24,0,BARTON
Oklahoma,October,EF0,20.0,0.3,0,CANADIAN
Missouri,October,EF1,100.0,2.17,0,CAMDEN
Arkansas,October,EF1,500.0,4.0,0,MADISON
Minnesota,September,EF0,100.0,5.66,0,OLMSTED
Ohio,October,EF1,50.0,2.57,0,MEDINA
Illinois,October,EF0,70.0,0.26,0,WILL
Illinois,October,EFU,30.0,0.1,0,IROQUOIS
South Dakota,October,EF0,10.0,0.01,0,DAY
Kansas,October,EF0,100.0,3.32,0,WALLACE
Indiana,October,EF0,70.0,1.3,0,LAKE
Minnesota,October,EF0,10.0,0.84,0,TRAVERSE
Minnesota,October,EF0,10.0,1.6,0,TRAVERSE
South Dakota,October,EF0,100.0,1.19,0,SPINK
Minnesota,October,EF0,10.0,0.05,0,BIG STONE
Minnesota,October,EF0,10.0,0.35,0,BIG STONE
Minnesota,October,EF0,10.0,0.04,0,BIG STONE
Minnesota,October,EF1,20.0,2.8,0,TRAVERSE
Minnesota,October,EF0,10.0,0.43,0,TRAVERSE
South Dakota,October,EF0,10.0,0.01,0,MARSHALL
Virginia,October,EF1,75.0,2.32,0,HALIFAX
Massachusetts,September,EF0,15.0,0.1,0,BARNSTABLE
Minnesota,December,EF1,100.0,6.34,0,FREEBORN
Wisconsin,December,EF0,75.0,6.71,0,EAU CLAIRE
Kentucky,December,EF2,900.0,8.92,0,BARREN
Kentucky,December,EF1,900.0,6.94,0,HART
Florida,December,EF1,50.0,1.29,0,LEE
South Dakota,June,EF0,10.0,0.17,0,CORSON
South Dakota,June,EF0,10.0,0.1,0,CAMPBELL
Minnesota,December,EF1,75.0,4.26,0,FREEBORN
Wisconsin,December,EF2,75.0,5.69,0,CHIPPEWA
Alabama,December,EF0,300.0,1.73,0,SHELBY
Kentucky,December,EF2,528.0,14.19,0,HART
Kentucky,December,EF1,528.0,9.63,0,GREEN
Illinois,June,EF3,600.0,14.8,0,DU PAGE
Minnesota,December,EF0,75.0,6.42,0,STEELE
Minnesota,December,EF0,50.0,1.06,0,FREEBORN
Wisconsin,December,EF0,75.0,5.35,0,CHIPPEWA
Kentucky,December,EF3,450.0,6.55,1,TAYLOR
Kentucky,December,EF2,450.0,7.99,0,MARION
Michigan,June,EF1,125.0,2.69,0,LENAWEE
Minnesota,December,EF0,100.0,2.62,0,FREEBORN
Kentucky,December,EF1,950.0,0.87,0,BOYLE
Kentucky,December,EF1,950.0,2.12,0,GARRARD
Illinois,June,EFU,10.0,0.23,0,MACOUPIN
Minnesota,December,EF0,100.0,6.71,0,FREEBORN
Minnesota,December,EF1,75.0,3.73,0,GOODHUE
Kentucky,December,EF1,100.0,5.19,0,BOYLE
Kentucky,December,EF1,100.0,1.89,0,GARRARD
Michigan,June,EF2,400.0,6.84,0,HURON
Alabama,December,EF0,50.0,0.19,0,ELMORE
Minnesota,December,EF1,75.0,4.39,0,GOODHUE
Missouri,December,EF1,75.0,0.62,0,STONE
Arkansas,December,EF1,75.0,4.62,0,CRAIGHEAD
Arkansas,December,EF0,50.0,2.97,0,POINSETT
Arkansas,December,EF0,50.0,1.31,0,CRAIGHEAD
Tennessee,December,EF1,100.0,0.68,0,OBION
Tennessee,December,EF0,50.0,0.39,0,OBION
Missouri,December,EF1,75.0,2.57,0,WRIGHT
Michigan,June,EF0,25.0,1.06,0,ROSCOMMON
Florida,December,EF0,50.0,1.74,0,WALTON
Georgia,December,EF0,50.0,0.95,0,DECATUR
Kentucky,December,EF1,50.0,1.9,0,HARDIN
Kentucky,December,EF1,100.0,1.9,0,SPENCER
Kentucky,December,EF2,300.0,6.1,0,WARREN
North Dakota,June,EFU,100.0,2.09,0,MCKENZIE
Kentucky,December,EF1,50.0,1.9,0,MARION
Kentucky,December,EF2,100.0,0.63,0,BOYLE
Kentucky,December,EF1,400.0,3.63,0,BOYLE
Kentucky,December,EF1,60.0,0.25,0,SCOTT
Kentucky,December,EF1,100.0,0.6,0,GARRARD
Kentucky,December,EF1,75.0,0.25,0,MADISON
Kentucky,December,EF1,50.0,1.5,0,FRANKLIN
North Carolina,June,EF1,75.0,2.06,0,DUPLIN
Colorado,June,EFU,20.0,0.05,0,COSTILLA
Georgia,December,EF1,150.0,3.82,0,COLQUITT
Ohio,December,EF1,150.0,1.6,0,HARDIN
Kentucky,December,EF1,125.0,1.2,0,MADISON
Kentucky,December,EF0,75.0,5.4,0,MONROE
Kentucky,December,EF3,1200.0,29.23,0,OHIO
Missouri,October,EFU,50.0,5.93,0,MADISON
Illinois,October,EF0,180.0,2.05,0,WASHINGTON
Texas,June,EF1,40.0,2.2,0,GRAY
Georgia,December,EF1,150.0,2.19,0,COOK
Minnesota,December,EF0,90.0,0.23,0,FARIBAULT
Alabama,December,EF0,300.0,7.44,0,LAMAR
Alabama,December,EF1,300.0,10.09,0,MARION
Kentucky,December,EF1,1200.0,2.14,0,BRECKINRIDGE
Oklahoma,June,EF0,10.0,0.5,0,GRADY
Louisiana,December,EF0,10.0,0.24,0,VERNON
Minnesota,December,EF1,75.0,3.61,0,FREEBORN
Alabama,December,EF0,100.0,1.2,0,ETOWAH
Alabama,December,EF1,400.0,9.2,0,CHILTON
Kentucky,December,EF1,1200.0,4.83,0,GRAYSON
Iowa,June,EF1,30.0,1.7,0,JACKSON
Minnesota,December,EF1,25.0,1.64,0,FREEBORN
Kentucky,December,EF1,1200.0,1.51,0,BRECKINRIDGE
Kentucky,December,EF0,1200.0,1.29,0,GRAYSON
Illinois,June,EFU,25.0,0.15,0,GREENE
Iowa,June,EF1,30.0,1.68,0,DUBUQUE
Minnesota,December,EF2,55.0,2.17,0,FREEBORN
