STATE,MONTH_NAME,TOR_F_SCALE,TOR_WIDTH,TOR_LENGTH,DEATHS_DIRECT,CZ_NAME
Illinois,March,EF2,200.0,2.8,0,TAZEWELL
Arkansas,May,EF1,700.0,9.6,0,CRAWFORD
Oklahoma,May,EF1,625.0,1.6,0,SEQUOYAH
Virginia,May,EF0,25.0,0.45,0,CLARKE
Georgia,March,EF0,100.0,0.14,0,BARROW
Georgia,March,EF1,100.0,0.44,0,JACKSON
Texas,May,EF1,175.0,1.28,0,UPSHUR
Texas,May,EF0,135.0,1.19,0,UPSHUR
Louisiana,May,EF1,135.0,0.09,0,WINN
Missouri,March,EF1,200.0,2.73,0,BUTLER
Kentucky,March,EF2,200.0,1.55,0,GRAVES
Virginia,April,EF0,175.0,2.63,0,ORANGE
Texas,March,EF0,50.0,3.1,0,COLLINGSWORTH
Illinois,May,EF0,10.0,0.1,0,CHRISTIAN
Illinois,May,EF0,10.0,0.15,0,KNOX
Missouri,May,EF0,200.0,2.49,0,GREENE
Missouri,May,EF1,200.0,8.7,0,TANEY
Missouri,May,EF0,75.0,0.25,0,TANEY
Missouri,May,EF0,100.0,0.12,0,BARRY
Missouri,May,EF0,500.0,3.0,0,CHRISTIAN
Texas,May,EF1,220.0,1.5,0,GREGG
Missouri,March,EF0,100.0,0.1,0,BARRY
Texas,March,EFU,100.0,1.02,0,DICKENS
Missouri,May,EF0,300.0,4.1,0,NEWTON
Missouri,May,EF1,100.0,1.0,0,MCDONALD
Missouri,May,EF0,50.0,0.25,0,WRIGHT
Missouri,May,EF1,10.0,2.03,0,MCDONALD
Missouri,May,EF1,300.0,2.0,0,WEBSTER
Missouri,May,EF0,100.0,1.0,0,LAWRENCE
Missouri,May,EF0,100.0,0.86,0,DADE
Texas,May,EF1,280.0,5.3,0,RUSK
North Carolina,May,EF1,40.0,0.6,0,TYRRELL
South Carolina,April,EF0,40.0,0.09,0,PICKENS
South Carolina,April,EF0,50.0,1.48,0,GREENVILLE
South Carolina,April,EF0,50.0,0.01,0,UNION
Kansas,June,EF1,100.0,2.63,0,MARSHALL
Missouri,March,EF0,75.0,0.1,0,TANEY
Missouri,March,EF1,400.0,2.0,0,CAMDEN
Louisiana,March,EF2,100.0,3.57,0,ALLEN
Texas,March,EF1,600.0,1.31,0,TYLER
Texas,March,EF0,200.0,6.48,0,TARRANT
Texas,March,EF1,130.0,1.62,0,DENTON
Kentucky,March,EF1,250.0,8.73,0,FULTON
Kentucky,March,EF1,150.0,5.61,0,CALLOWAY
Missouri,June,EF0,25.0,1.31,0,NODAWAY
Texas,March,EF1,300.0,0.46,0,TYLER
Texas,March,EF1,25.0,0.42,0,JASPER
Texas,March,EF1,800.0,12.19,0,NEWTON
Georgia,May,EF0,50.0,10.18,0,RANDOLPH
Georgia,May,EF0,568.0,1.12,0,COOK
Texas,May,EF1,480.0,0.77,0,SHELBY
Virginia,May,EF1,10.0,1.18,0,KING GEORGE
Indiana,March,EF2,30.0,0.15,0,DAVIESS
Indiana,March,EF2,30.0,1.52,0,DAVIESS
Indiana,March,EF1,30.0,0.04,0,DAVIESS
Indiana,March,EF1,40.0,0.21,0,LAWRENCE
Iowa,March,EF1,50.0,2.87,0,WEBSTER
Kentucky,March,EF0,125.0,4.14,0,TRIGG
Kentucky,March,EF0,125.0,0.26,0,CHRISTIAN
Kentucky,March,EF1,100.0,0.31,0,METCALFE
Virginia,May,EF1,100.0,0.87,0,ORANGE
Indiana,March,EF2,25.0,0.58,0,LAWRENCE
Indiana,March,EF2,50.0,0.25,0,JACKSON
Missouri,March,EF1,150.0,18.47,0,SHELBY
Georgia,May,EF1,100.0,5.28,0,LEE
Virginia,March,EF2,350.0,4.65,0,CHESAPEAKE (C)
Kansas,May,EF0,50.0,0.34,0,BUTLER
Louisiana,May,EF1,267.0,3.04,0,BEAUREGARD
Virginia,April,EF0,75.0,0.86,0,FAUQUIER
Missouri,May,EF0,75.0,0.47,0,DADE
Missouri,May,EF0,100.0,0.58,0,POLK
Iowa,March,EF0,85.0,5.34,0,STORY
Iowa,March,EF0,30.0,2.38,0,WEBSTER
Missouri,March,EF1,200.0,4.69,0,NEW MADRID
Virginia,March,EF2,350.0,4.21,0,VIRGINIA BEACH (C)
Virginia,April,EF0,75.0,0.86,0,FAUQUIER
Virginia,April,EF0,25.0,1.29,0,LOUDOUN
Wisconsin,March,EF1,200.0,2.6,0,LA CROSSE
Texas,May,EF0,200.0,1.81,0,BASTROP
North Carolina,May,EF0,50.0,2.67,0,CATAWBA
Colorado,May,EF1,100.0,0.19,0,HUERFANO
Colorado,May,EFU,50.0,1.18,0,KIOWA
Arkansas,March,EF0,150.0,0.25,0,GARLAND
Arkansas,March,EF1,100.0,2.02,0,FAULKNER
Kansas,May,EF1,50.0,4.03,0,CLARK
Texas,May,EFU,10.0,0.01,0,MOTLEY
Missouri,May,EF1,100.0,2.07,0,LACLEDE
Texas,May,EFU,20.0,0.01,0,BAILEY
Texas,May,EFU,15.0,0.01,0,LAMB
Oklahoma,May,EF2,850.0,13.7,0,MCINTOSH
Colorado,May,EF0,100.0,2.78,0,YUMA
Florida,March,EF0,50.0,1.27,0,BROWARD
Kansas,May,EF1,300.0,4.51,0,PAWNEE
Texas,May,EFU,50.0,0.36,0,HALL
Texas,May,EFU,25.0,1.05,0,COTTLE
Ohio,May,EF1,100.0,3.04,0,LAWRENCE
Missouri,May,EF1,400.0,4.97,0,LACLEDE
Missouri,May,EF1,100.0,0.01,0,LACLEDE
Missouri,May,EF0,50.0,0.01,0,DENT
Oklahoma,May,EF1,500.0,4.7,0,MCINTOSH
Oklahoma,May,EF1,450.0,3.8,0,MCINTOSH
South Carolina,April,EF0,75.0,0.01,0,LEXINGTON
Mississippi,March,EF0,50.0,0.19,0,ALCORN
Oklahoma,May,EF1,300.0,1.5,0,ROGERS
Oklahoma,May,EF1,350.0,3.1,0,ROGERS
Oklahoma,May,EF0,50.0,0.1,0,WASHINGTON
Texas,May,EF1,800.0,10.27,0,GREGG
Texas,May,EF0,50.0,2.09,0,VAN ZANDT
Georgia,May,EF1,120.0,2.78,0,CHATHAM
South Carolina,May,EF1,440.0,12.52,0,COLLETON
South Carolina,May,EF1,150.0,0.4,0,COLLETON
Florida,February,EF1,75.0,1.06,0,BRADFORD
Texas,March,EF0,200.0,2.0,0,HARRIS
North Carolina,May,EF1,50.0,7.38,0,UNION
Oklahoma,May,EF1,600.0,8.8,0,MCINTOSH
Missouri,May,EF0,85.0,1.85,0,BUTLER
South Carolina,May,EF1,125.0,6.03,0,COLLETON
South Carolina,May,EF1,150.0,1.62,0,DORCHESTER
Colorado,May,EFU,75.0,2.88,0,OTERO
Texas,March,EF0,30.0,0.01,0,HARRIS
Texas,May,EF1,400.0,2.19,0,GREGG
Texas,May,EF1,400.0,2.45,0,RUSK
Oklahoma,May,EF1,900.0,5.3,0,MUSKOGEE
Georgia,May,EF2,300.0,7.49,0,CHATHAM
South Carolina,October,EF1,200.0,1.38,0,GREENVILLE
North Carolina,October,EF0,100.0,11.27,0,CLEVELAND
Nebraska,May,EF0,35.0,1.83,0,FILLMORE
Washington,March,EF0,15.0,2.3,0,CLARK
North Carolina,May,EF0,50.0,1.13,0,IREDELL
North Carolina,May,EF2,100.0,3.2,0,IREDELL
Oklahoma,May,EF1,400.0,2.0,0,MUSKOGEE
Oklahoma,May,EF1,700.0,10.3,0,WAGONER
Oklahoma,May,EF2,400.0,2.8,0,MUSKOGEE
Nebraska,May,EF1,50.0,2.19,0,CLAY
Georgia,May,EF0,50.0,0.46,0,CHATTAHOOCHEE
Georgia,May,EF0,150.0,2.36,0,FORSYTH
Georgia,May,EF0,50.0,0.11,0,FULTON
North Carolina,May,EF0,30.0,2.24,0,ROBESON
Texas,March,EF1,250.0,2.67,0,HARRIS
Texas,March,EF0,30.0,0.08,0,CHAMBERS
Texas,May,EF0,300.0,5.74,0,ANGELINA
Texas,May,EF1,1500.0,8.37,0,PANOLA
South Carolina,October,EF2,200.0,7.69,0,LAURENS
North Carolina,October,EF1,250.0,2.19,0,BURKE
North Carolina,October,EF0,100.0,2.42,0,CALDWELL
Oklahoma,May,EF1,650.0,9.8,0,CHEROKEE
Oklahoma,May,EF0,500.0,0.5,0,MAYES
Texas,May,EFU,10.0,0.1,0,VAL VERDE
Georgia,May,EF0,80.0,1.1,0,DE KALB
Texas,March,EF1,50.0,0.43,0,HARRIS
South Carolina,October,EF1,100.0,12.0,0,LAURENS
South Carolina,October,EF1,200.0,14.59,0,SPARTANBURG
South Carolina,October,EF0,200.0,0.21,0,UNION
North Carolina,October,EF0,75.0,2.19,0,BURKE
Oklahoma,May,EF1,800.0,4.4,0,CHEROKEE
Oklahoma,May,EF1,600.0,1.4,0,MAYES
Missouri,May,EF1,300.0,4.23,0,LAWRENCE
Tennessee,March,EF0,50.0,6.42,0,HENDERSON
Tennessee,March,EF1,100.0,5.5,0,DECATUR
Mississippi,March,EF0,200.0,1.06,0,LAMAR
Texas,March,EF0,50.0,0.27,0,HARRIS
South Carolina,October,EF2,350.0,3.02,0,SPARTANBURG
Tennessee,March,EF0,50.0,3.71,0,DYER
Tennessee,March,EF0,150.0,0.96,0,CARROLL
Arkansas,March,EF0,100.0,0.35,0,LAWRENCE
Arkansas,March,EF0,120.0,0.78,0,GREENE
Nebraska,May,EF1,50.0,0.37,0,CUMING
Kansas,May,EF0,50.0,2.22,0,PRATT
Kansas,May,EF0,50.0,0.41,0,BARBER
Kansas,May,EF0,50.0,0.49,0,FORD
Tennessee,March,EF2,250.0,2.87,0,OBION
Texas,March,EF0,20.0,0.01,0,BRAZORIA
Texas,March,EF0,20.0,0.1,0,LIBERTY
Kansas,May,EF0,50.0,0.35,0,FORD
Texas,May,EF2,480.0,1.4,0,RUSK
Wyoming,May,EF0,30.0,11.36,0,SWEETWATER
Missouri,May,EF0,100.0,1.0,0,NEWTON
Missouri,May,EF0,300.0,0.75,0,OREGON
Indiana,May,EF0,50.0,0.57,0,BENTON
Texas,May,EF2,800.0,2.4,0,NACOGDOCHES
Missouri,May,EF1,50.0,0.13,0,MORGAN
Missouri,May,EF1,300.0,0.06,0,MORGAN
Missouri,May,EF1,100.0,9.0,0,LACLEDE
Tennessee,March,EF0,100.0,1.89,0,DAVIDSON
Tennessee,March,EF0,100.0,3.15,0,MARSHALL
Texas,March,EF0,30.0,0.01,0,MATAGORDA
Illinois,May,EF1,100.0,1.94,0,MCHENRY
Illinois,May,EF1,100.0,8.36,0,BOONE
Oklahoma,May,EFU,30.0,0.2,0,MAJOR
Oklahoma,May,EFU,50.0,0.2,0,WOODS
Oklahoma,May,EFU,50.0,0.2,0,CARTER
Oklahoma,May,EFU,50.0,0.2,0,CARTER
Oklahoma,May,EFU,400.0,2.0,0,CARTER
Iowa,May,EF0,50.0,0.98,0,WINNESHIEK
Texas,May,EF1,180.0,2.8,0,ARMSTRONG
Texas,May,EF1,50.0,2.65,0,GRAY
Texas,May,EFU,10.0,0.01,0,COTTLE
Oklahoma,May,EFU,50.0,0.13,0,CARTER
Texas,May,EFU,30.0,0.01,0,COCHRAN
Oklahoma,May,EF1,1000.0,4.6,0,PITTSBURG
Oklahoma,May,EF0,25.0,0.09,0,BEAVER
Oklahoma,May,EF1,350.0,3.7,0,MUSKOGEE
Indiana,May,EF0,50.0,0.65,0,WHITE
Louisiana,May,EF0,75.0,0.25,0,LAFOURCHE
Louisiana,April,EF1,370.0,9.83,0,SABINE
Texas,March,EF0,50.0,0.21,0,BREWSTER
Texas,March,EF0,50.0,4.53,0,MITCHELL
Louisiana,April,EF1,1200.0,3.85,0,CALDWELL
Louisiana,April,EF1,800.0,1.8,0,GRANT
Oklahoma,May,EFU,100.0,0.5,0,WASHITA
Oklahoma,May,EFU,50.0,2.7,0,MURRAY
Oklahoma,May,EFU,50.0,1.5,0,JOHNSTON
Oklahoma,May,EFU,100.0,2.52,0,JEFFERSON
Texas,May,EFU,50.0,0.2,0,WILBARGER
Louisiana,April,EF1,1108.0,2.63,0,WINN
California,May,EF0,50.0,0.01,0,SAN BERNARDINO
Wisconsin,May,EF3,1320.0,41.88,0,RUSK
Kansas,May,EF0,50.0,0.38,0,BARBER
Kansas,May,EF0,150.0,2.98,0,BARBER
Maryland,February,EF1,125.0,8.44,0,CHARLES
Louisiana,April,EF1,1108.0,2.6,0,GRANT
Texas,May,EF0,25.0,0.09,0,HANSFORD
Oklahoma,May,EFU,50.0,2.0,0,JOHNSTON
Oklahoma,May,EFU,50.0,6.0,0,JOHNSTON
Oklahoma,May,EFU,200.0,4.0,0,WOODS
Oklahoma,May,EFU,50.0,1.5,0,JOHNSTON
Oklahoma,May,EFU,50.0,3.0,0,COAL
Kansas,May,EF0,75.0,4.09,0,PRATT
Kansas,May,EF0,50.0,0.58,0,STAFFORD
Kansas,May,EF0,50.0,0.56,0,STAFFORD
Alabama,April,EF0,200.0,2.19,0,JACKSON
Louisiana,April,EF1,1108.0,1.5,0,WINN
Texas,May,EF0,20.0,7.23,0,WALLER
Georgia,May,EF1,150.0,5.22,0,CRISP
Georgia,May,EF0,100.0,5.35,0,SUMTER
Arkansas,March,EF2,700.0,25.95,0,NEWTON
Alabama,April,EF1,440.0,0.6,0,BARBOUR
Missouri,April,EF2,150.0,4.04,0,NEW MADRID
Texas,March,EF0,75.0,4.54,0,GLASSCOCK
Georgia,May,EF1,50.0,1.57,0,WILCOX
Indiana,May,EF1,40.0,0.08,0,BOONE
Indiana,May,EF1,40.0,1.45,0,CLINTON
Louisiana,April,EF1,1200.0,0.49,0,CALDWELL
Arkansas,March,EF2,700.0,10.69,0,SEARCY
Louisiana,April,EF2,880.0,3.25,0,LA SALLE
Texas,May,EF0,20.0,0.17,0,BRAZORIA
Texas,May,EF0,20.0,0.1,0,GALVESTON
Texas,April,EF1,250.0,0.97,0,RUSK
Texas,April,EF0,75.0,0.86,0,SMITH
Wisconsin,May,EF1,250.0,1.06,0,TREMPEALEAU
Oklahoma,May,EFU,100.0,2.0,0,COTTON
Oklahoma,May,EFU,50.0,0.1,0,PAYNE
Oklahoma,May,EFU,20.0,1.0,0,BECKHAM
Oklahoma,May,EF1,1000.0,8.2,0,PITTSBURG
Oklahoma,May,EF1,500.0,5.0,0,WAGONER
Alabama,April,EF1,150.0,4.89,0,PIKE
Kentucky,April,EF1,150.0,6.43,0,HICKMAN
Texas,May,EF1,25.0,0.09,0,WHEELER
Oklahoma,May,EF1,600.0,0.6,0,MUSKOGEE
Oklahoma,May,EF1,650.0,6.2,0,WAGONER
Alabama,April,EF0,250.0,0.11,0,BULLOCK
Colorado,May,EF0,75.0,0.5,0,YUMA
Illinois,April,EF1,25.0,0.1,0,WILLIAMSON
Texas,May,EF2,1250.0,9.18,0,WHEELER
Oklahoma,May,EF1,650.0,12.2,0,WAGONER
Arkansas,May,EF0,225.0,2.0,0,BENTON
Florida,May,EF0,25.0,0.25,0,PALM BEACH
Georgia,May,EF1,200.0,1.61,0,WHITFIELD
Georgia,May,EF0,90.0,0.28,0,GORDON
Louisiana,May,EF0,20.0,0.54,0,ST. TAMMANY
Wisconsin,May,EF0,600.0,8.99,0,PRICE
Alabama,April,EF0,75.0,1.18,0,BARBOUR
Texas,May,EF1,450.0,3.3,0,BROWN
Texas,May,EF1,880.0,4.36,0,BROWN
Oklahoma,May,EFU,50.0,1.13,0,BECKHAM
Oklahoma,May,EFU,50.0,0.7,0,JACKSON
Texas,May,EFU,50.0,1.2,0,WICHITA
Texas,May,EFU,50.0,0.5,0,ARCHER
Oklahoma,May,EF0,100.0,2.1,0,OKFUSKEE
Oklahoma,May,EFU,50.0,0.2,0,DEWEY
Georgia,May,EF0,90.0,0.32,0,GORDON
Georgia,May,EF0,30.0,0.08,0,GILMER
Georgia,May,EF0,35.0,0.13,0,FANNIN
Arkansas,March,EF1,150.0,2.4,0,POPE
Texas,April,EF1,310.0,6.36,0,SAN AUGUSTINE
Georgia,April,EF0,10.0,0.01,0,WORTH
Texas,May,EF0,25.0,0.29,0,COLLINGSWORTH
Oklahoma,May,EFU,30.0,0.2,0,CUSTER
Oklahoma,May,EF0,200.0,2.6,0,MAJOR
Oklahoma,May,EFU,50.0,0.3,0,WASHITA
Georgia,May,EF0,240.0,2.27,0,LAURENS
Georgia,May,EF1,440.0,4.2,0,TOOMBS
Louisiana,April,EF2,440.0,1.09,0,LA SALLE
Illinois,February,EF1,50.0,2.33,0,BUREAU
Kentucky,April,EF0,100.0,5.91,0,GRAVES
Louisiana,April,EF2,1636.0,5.55,0,LA SALLE
Texas,May,EF0,25.0,2.26,0,COLLINGSWORTH
North Carolina,May,EF1,100.0,13.74,0,SAMPSON
Texas,May,EF0,50.0,1.39,0,DONLEY
Indiana,May,EF1,50.0,0.23,0,CRAWFORD
Wisconsin,May,EF0,613.0,0.32,0,POLK
Ohio,November,EF1,176.0,0.75,0,COLUMBIANA
Illinois,May,EF1,75.0,0.29,0,VERMILION
Kansas,May,EF0,50.0,0.25,0,SHERIDAN
Ohio,November,EF0,100.0,0.59,0,HURON
Texas,May,EF0,50.0,0.42,0,BROWN
Texas,May,EFU,30.0,0.03,0,RUNNELS
Virginia,May,EF0,75.0,3.94,0,SOUTHAMPTON
Virginia,May,EF1,150.0,2.31,0,DINWIDDIE
Kansas,May,EF0,50.0,0.21,0,KINGMAN
Kansas,May,EF0,50.0,0.31,0,KINGMAN
Kansas,May,EF0,50.0,0.68,0,RENO
Texas,May,EF0,25.0,0.06,0,WHEELER
South Carolina,May,EF1,75.0,2.07,0,DARLINGTON
Wisconsin,May,EF0,175.0,0.33,0,ONEIDA
Indiana,May,EF1,30.0,0.16,0,JEFFERSON
Wisconsin,May,EF2,1320.0,31.34,1,BARRON
Kansas,May,EF0,30.0,0.25,0,SHERIDAN
Texas,May,EFU,25.0,0.08,0,COLEMAN
Kansas,May,EF0,50.0,0.64,0,RENO
Kansas,May,EF0,50.0,0.21,0,CHASE
North Carolina,May,EF1,250.0,1.0,0,GRANVILLE
South Carolina,May,EF1,75.0,0.86,0,DARLINGTON
Iowa,December,EF1,10.0,1.07,0,LEE
Illinois,May,EF0,20.0,0.1,0,MACON
Louisiana,May,EFU,50.0,0.25,0,LAFOURCHE
Arkansas,March,EF2,75.0,0.13,0,PULASKI
Georgia,January,EF1,600.0,0.99,0,DOUGHERTY
Georgia,January,EF2,400.0,4.34,0,EARLY
Louisiana,April,EF2,2252.0,13.66,0,LA SALLE
Oklahoma,May,EFU,100.0,0.6,0,OKFUSKEE
Alabama,January,EF1,200.0,2.52,0,HOUSTON
Alabama,January,EF1,100.0,5.52,0,HENRY
Kansas,May,EF3,300.0,22.13,0,BARTON
Louisiana,January,EF1,200.0,4.65,0,TANGIPAHOA
Mississippi,January,EF1,90.0,3.12,0,AMITE
Kansas,May,EF0,50.0,0.11,0,BARTON
Kansas,May,EF0,50.0,0.21,0,BARTON
Kansas,May,EF0,50.0,0.62,0,BARTON
Nebraska,April,EF0,50.0,1.47,0,OTOE
Ohio,April,EF0,40.0,0.11,0,CLARK
Ohio,November,EF1,100.0,2.04,0,ASHLAND
Missouri,December,EF2,50.0,6.9,0,CLARK
Virginia,May,EF1,300.0,2.19,0,DINWIDDIE
Kansas,May,EF0,50.0,0.32,0,KINGMAN
Georgia,January,EF2,500.0,4.43,0,EARLY
Kentucky,February,EF0,30.0,4.06,0,GRAVES
Kentucky,February,EF0,30.0,4.74,0,CALLOWAY
Kentucky,February,EF1,400.0,8.58,0,TRIGG
Arkansas,February,EF2,250.0,1.1,0,WHITE
Iowa,May,EF0,30.0,0.2,0,WINNESHIEK
Minnesota,May,EF0,30.0,0.79,0,WABASHA
Kansas,May,EF0,50.0,0.34,0,SALINE
Tennessee,February,EF0,50.0,0.5,0,HOUSTON
Arkansas,February,EF1,120.0,1.37,0,WHITE
South Carolina,February,EF1,60.0,4.92,0,HORRY
Alabama,February,EF0,150.0,0.51,0,COVINGTON
Missouri,February,EF1,80.0,4.36,0,REYNOLDS
Ohio,November,EF0,50.0,0.62,0,ASHLAND
Louisiana,January,EF1,20.0,0.3,0,BEAUREGARD
Louisiana,January,EF1,50.0,1.2,0,BEAUREGARD
Louisiana,January,EF1,100.0,2.74,0,BEAUREGARD
Louisiana,January,EF1,300.0,8.87,0,MOREHOUSE
Mississippi,January,EF0,250.0,3.89,0,JEFFERSON
Texas,February,EF0,200.0,1.0,0,WHARTON
Texas,February,EF2,300.0,0.68,0,FORT BEND
Texas,February,EF1,300.0,1.72,0,MATAGORDA
Mississippi,January,EF0,50.0,0.97,0,SMITH
Missouri,February,EF0,50.0,4.44,0,MADISON
Illinois,February,EF2,700.0,2.94,0,RANDOLPH
Louisiana,January,EF1,100.0,4.64,0,BEAUREGARD
Louisiana,January,EF1,50.0,0.54,0,RAPIDES
Louisiana,January,EF0,25.0,0.54,0,EVANGELINE
Louisiana,January,EF1,100.0,1.4,0,RAPIDES
Mississippi,January,EF1,200.0,5.59,0,CLAIBORNE
Mississippi,January,EF1,100.0,1.2,0,LINCOLN
Mississippi,January,EF1,300.0,5.61,0,COPIAH
Michigan,February,EF1,50.0,2.04,0,ST. JOSEPH
Texas,February,EF0,30.0,0.6,0,FORT BEND
Texas,February,EF0,200.0,0.4,0,FORT BEND
Texas,February,EF0,100.0,0.76,0,FORT BEND
Texas,February,EF0,150.0,1.49,0,BRAZORIA
Minnesota,May,EF0,30.0,0.26,0,WABASHA
Louisiana,January,EF1,200.0,1.64,0,AVOYELLES
Louisiana,January,EF1,200.0,2.84,0,AVOYELLES
Oklahoma,April,EF1,550.0,6.4,0,MAYES
Oklahoma,April,EF1,600.0,4.1,0,MAYES
Oklahoma,April,EF1,400.0,10.2,0,MAYES
Nebraska,April,EF0,10.0,0.13,0,GAGE
Illinois,February,EF1,50.0,0.66,0,BROWN
Illinois,February,EF3,850.0,28.77,0,JACKSON
Missouri,April,EF0,100.0,1.79,0,STONE
Louisiana,January,EF1,200.0,1.05,0,AVOYELLES
Texas,January,EF1,100.0,2.55,0,JASPER
Mississippi,January,EF2,500.0,1.81,0,SIMPSON
Michigan,February,EF1,150.0,2.7,0,CASS
Kentucky,February,EF0,50.0,1.84,0,TRIGG
Arkansas,April,EF1,1500.0,13.1,0,CARROLL
Oklahoma,April,EF1,600.0,7.3,0,SEQUOYAH
Oklahoma,April,EF2,750.0,8.1,0,LE FLORE
Missouri,April,EF0,10.0,0.03,0,ATCHISON
Kansas,May,EF0,75.0,0.34,0,BARTON
Alabama,January,EF2,500.0,5.97,0,HOUSTON
Illinois,February,EF3,400.0,4.37,0,FRANKLIN
Illinois,February,EF1,25.0,7.36,0,WILLIAMSON
Texas,January,EF1,100.0,2.57,0,NEWTON
Texas,January,EF1,25.0,0.6,0,NEWTON
Kentucky,March,EF1,125.0,2.63,0,WARREN
Missouri,December,EF1,100.0,0.4,0,MILLER
Mississippi,January,EF1,390.0,17.45,0,SMITH
Mississippi,January,EF2,550.0,9.91,0,LAMAR
Ohio,November,EF1,50.0,0.2,0,WAYNE
Illinois,February,EF3,420.0,9.56,1,WHITE
Mississippi,January,EF1,225.0,6.52,0,LAMAR
Kansas,April,EF0,50.0,1.48,0,SHERMAN
Mississippi,January,EF3,900.0,14.13,4,FORREST
Indiana,April,EF1,40.0,2.79,0,DECATUR
Indiana,February,EF2,300.0,8.2,0,POSEY
Indiana,February,EF3,440.0,26.37,0,GIBSON
Georgia,February,EF2,300.0,5.5,0,BULLOCH
Georgia,February,EF1,300.0,4.31,0,EFFINGHAM
Mississippi,January,EF2,550.0,7.28,0,LAUDERDALE
Pennsylvania,November,EF0,100.0,1.94,0,ERIE
Louisiana,February,EF2,500.0,7.08,0,LIVINGSTON
Ohio,November,EF1,200.0,2.96,0,HURON
Mississippi,February,EF2,880.0,4.83,0,SCOTT
Mississippi,February,EF1,50.0,3.09,0,JASPER
Louisiana,February,EF2,500.0,13.96,0,TANGIPAHOA
Louisiana,February,EF2,500.0,2.04,0,ST. TAMMANY
Louisiana,February,EF0,25.0,0.95,0,JEFFERSON
Louisiana,February,EF1,75.0,4.91,0,ASCENSION
Mississippi,January,EF0,50.0,1.44,0,PEARL RIVER
Oklahoma,April,EFU,30.0,2.0,0,MAJOR
Kansas,February,EF0,75.0,0.1,0,CRAWFORD
Kansas,February,EF0,75.0,0.1,0,CRAWFORD
Texas,February,EF0,100.0,1.61,0,BEXAR
Georgia,January,EF1,100.0,8.92,0,MACON
Kentucky,March,EF1,75.0,1.57,0,LOGAN
Ohio,November,EF1,50.0,1.34,0,SANDUSKY
Louisiana,February,EF3,600.0,10.09,0,ORLEANS
Louisiana,February,EF1,75.0,1.22,1,ST. JAMES
Louisiana,February,EF1,50.0,0.26,0,LIVINGSTON
Michigan,February,EF1,100.0,0.57,0,BERRIEN
North Carolina,February,EF1,60.0,3.18,0,BRUNSWICK
Texas,February,EF2,600.0,4.64,0,BEXAR
Texas,February,EF1,200.0,3.0,0,BEXAR
Texas,February,EF0,100.0,0.7,0,COMAL
Louisiana,February,EF3,350.0,6.43,0,LIVINGSTON
Texas,February,EF1,300.0,9.75,0,HAYS
Texas,February,EF0,75.0,0.23,0,GUADALUPE
Texas,February,EF0,100.0,0.6,0,HAYS
Texas,February,EF0,100.0,2.4,0,TRAVIS
Ohio,November,EF2,200.0,1.09,0,CRAWFORD
Louisiana,January,EF1,75.0,0.08,0,TANGIPAHOA
Texas,February,EF2,100.0,4.24,0,WILLIAMSON
Texas,February,EF2,200.0,9.4,0,WILLIAMSON
Mississippi,January,EF1,150.0,5.75,0,AMITE
Mississippi,January,EF1,150.0,7.45,0,PIKE
Missouri,February,EF4,1100.0,17.39,1,PERRY
Ohio,November,EF0,100.0,3.25,0,HURON
Michigan,February,EF1,100.0,4.99,0,CASS
South Carolina,April,EF0,240.0,0.28,0,HAMPTON
Wisconsin,June,EF0,100.0,0.79,0,ROCK
Oklahoma,May,EFU,50.0,0.3,0,TILLMAN
Ohio,November,EF1,50.0,1.24,0,ERIE
Pennsylvania,April,EF0,20.0,0.35,0,WARREN
Georgia,April,EF2,200.0,3.26,0,WILKINSON
Georgia,April,EF0,100.0,0.17,0,WILKINSON
Georgia,April,EF0,200.0,3.26,0,HANCOCK
Minnesota,March,EF1,300.0,8.78,0,SHERBURNE
Iowa,August,EF2,250.0,5.14,0,OSCEOLA
Minnesota,August,EF1,100.0,1.63,0,NOBLES
Texas,April,EFU,50.0,1.05,0,PARMER
Texas,April,EFU,50.0,2.04,0,CASTRO
Missouri,April,EF2,300.0,4.0,0,MCDONALD
Missouri,April,EF1,200.0,1.5,0,BARRY
Indiana,March,EF1,100.0,5.8,0,WASHINGTON
Georgia,April,EF1,350.0,2.7,0,WALTON
Georgia,April,EF0,150.0,3.16,0,SUMTER
Georgia,April,EF0,100.0,2.8,0,TREUTLEN
Georgia,April,EF1,250.0,5.72,0,WASHINGTON
Georgia,April,EF0,150.0,0.39,0,WASHINGTON
Georgia,April,EF1,300.0,2.77,0,WASHINGTON
North Dakota,June,EF0,25.0,0.1,0,RAMSEY
Oklahoma,May,EF1,100.0,6.05,0,WASHITA
Florida,April,EF0,10.0,1.61,0,LEE
Iowa,June,EF2,1000.0,6.99,0,TAYLOR
Texas,April,EF0,25.0,0.39,0,CASTRO
Texas,April,EFU,10.0,0.5,0,CASTRO
Missouri,April,EF0,300.0,12.5,0,NEWTON
Oregon,April,EF0,10.0,0.07,0,DESCHUTES
Kansas,April,EF0,25.0,1.7,0,OTTAWA
Florida,June,EF1,70.0,2.21,0,ST. JOHNS
Georgia,April,EF1,200.0,8.77,0,DOOLY
Georgia,April,EF1,350.0,4.1,0,DODGE
Georgia,April,EF0,200.0,4.75,0,JEFFERSON
Kentucky,March,EF1,200.0,1.08,0,HENRY
Minnesota,June,EF0,75.0,0.47,0,WILKIN
